GYRO;0.006;0.006;0.01919;0.01117;0.00576;0
GYRO;0.026;0.026;0.01849;0.01426;0.00863;0
GYRO;0.036;0.036;0.01943;0.01441;0.00641;0
GYRO;0.056;0.056;0.01387;0.00859;0.00656;0
GYRO;0.066;0.066;0.01397;0.00740;0.01013;0
GYRO;0.076;0.076;0.01338;0.00761;0.00759;0
GYRO;0.116;0.116;0.00667;0.00343;0.00620;0
GYRO;0.125;0.125;-0.00152;0.00421;0.00031;0
GYRO;0.155;0.155;-0.01125;0.01838;0.00310;0
GYRO;0.165;0.165;-0.01511;0.01843;0.00073;0
GYRO;0.175;0.175;-0.01217;0.01883;0.00617;0
GYRO;0.205;0.205;-0.00656;0.02896;0.00521;0
GYRO;0.225;0.225;-0.00538;0.01909;0.01477;0
GYRO;0.235;0.235;-0.00963;0.01644;0.01515;0
GYRO;0.265;0.265;-0.01713;0.01180;0.01512;0
GYRO;0.275;0.275;-0.01417;0.01487;0.01670;0
GYRO;0.285;0.285;-0.01611;0.01832;0.01964;0
GYRO;0.294;0.294;-0.00942;0.02205;0.01768;0
GYRO;0.314;0.314;-0.01233;0.02952;0.01331;0
GYRO;0.324;0.324;-0.01126;0.03302;0.01136;0
GYRO;0.334;0.334;-0.01007;0.03348;0.00851;0
GYRO;0.344;0.344;-0.00734;0.03281;0.00950;0
GYRO;0.364;0.364;-0.00578;0.02645;0.00756;0
GYRO;0.374;0.374;-0.00577;0.01979;0.00708;0
GYRO;0.394;0.394;-0.00768;0.01607;0.00189;0
GYRO;0.414;0.414;-0.00241;0.01167;0.00244;0
GYRO;0.424;0.424;-0.00089;0.02155;0.00269;0
GYRO;0.473;0.473;0.01913;0.02444;-0.00158;0
GYRO;0.483;0.483;0.02312;0.02091;0.00508;0
GYRO;0.493;0.493;0.02539;0.01989;-0.00132;0
GYRO;0.503;0.503;0.02522;0.01678;-0.00582;0
GYRO;0.513;0.513;0.02246;0.01926;-0.00632;0
GYRO;0.523;0.523;0.02187;0.01583;-0.00337;0
GYRO;0.533;0.533;0.02293;0.01247;-0.00557;0
GYRO;0.543;0.543;0.01647;0.01525;-0.00617;0
GYRO;0.553;0.553;0.01509;0.01229;-0.00618;0
GYRO;0.563;0.563;0.01514;0.01323;-0.00821;0
GYRO;0.573;0.573;0.01514;0.01492;-0.01097;0
GYRO;0.583;0.583;0.01194;0.01628;-0.01068;0
GYRO;0.603;0.603;0.00857;0.01818;-0.02010;0
GYRO;0.623;0.623;0.00557;0.01488;-0.02137;0
GYRO;0.652;0.652;0.00851;0.01283;-0.02019;0
GYRO;0.672;0.672;0.00509;0.01391;-0.02824;0
GYRO;0.682;0.682;0.00745;0.01130;-0.02037;0
GYRO;0.692;0.692;0.00680;0.00920;-0.02590;0
GYRO;0.702;0.702;0.00683;0.01277;-0.02061;0
GYRO;0.732;0.732;0.00121;0.01378;-0.02260;0
GYRO;0.742;0.742;0.00335;0.01123;-0.02212;0
GYRO;0.752;0.752;0.00550;0.01139;-0.02205;0
GYRO;0.762;0.762;0.00252;0.01084;-0.02147;0
GYRO;0.772;0.772;0.00081;0.01125;-0.02936;0
GYRO;0.782;0.782;-0.00224;0.00821;-0.02830;0
GYRO;0.792;0.792;0.00173;0.01112;-0.02342;0
GYRO;0.802;0.802;0.00041;0.01190;-0.02674;0
GYRO;0.812;0.812;-0.00309;0.01059;-0.02715;0
GYRO;0.821;0.821;-0.00902;0.01657;-0.03005;0
GYRO;0.831;0.831;-0.00736;0.01654;-0.02686;0
GYRO;0.841;0.841;-0.00822;0.01556;-0.02112;0
GYRO;0.861;0.861;-0.00858;0.01508;-0.02185;0
GYRO;0.871;0.871;-0.00653;0.01471;-0.02188;0
GYRO;0.881;0.881;-0.00630;0.01347;-0.02112;0
GYRO;0.891;0.891;-0.00865;0.01179;-0.02387;0
GYRO;0.901;0.901;-0.01004;0.01271;-0.02028;0
GYRO;0.921;0.921;-0.00882;0.00995;-0.02075;0
GYRO;0.931;0.931;-0.00639;0.01081;-0.01896;0
GYRO;0.941;0.941;-0.00410;0.00870;-0.01744;0
GYRO;0.951;0.951;-0.00128;0.01052;-0.01741;0
GYRO;0.961;0.961;0.00055;0.00827;-0.01557;0
GYRO;0.971;0.971;0.00158;0.01123;-0.01890;0
GYRO;0.981;0.981;0.00374;0.01293;-0.01749;0
GYRO;0.990;0.990;0.00439;0.01393;-0.01334;0
GYRO;1.000;1.000;0.00586;0.01454;-0.01265;0
GYRO;1.010;1.010;0.00384;0.01384;-0.01078;0
GYRO;1.020;1.020;0.01126;0.01427;-0.00946;0
GYRO;1.030;1.030;0.00867;0.01327;-0.01159;0
GYRO;1.040;1.040;0.01059;0.01565;-0.01131;0
GYRO;1.050;1.050;0.01207;0.01619;-0.00935;0
GYRO;1.080;1.080;0.01355;0.02115;-0.01288;0
GYRO;1.120;1.120;0.02244;0.01916;-0.00882;0
GYRO;1.130;1.130;0.02313;0.02062;-0.01455;0
GYRO;1.140;1.140;0.02109;0.02246;-0.01318;0
GYRO;1.199;1.199;0.04369;0.04077;-0.00392;0
GYRO;1.209;1.209;0.04625;0.03859;-0.00060;0
GYRO;1.239;1.239;0.04548;0.02690;0.00191;0
GYRO;1.249;1.249;0.04541;0.02384;0.00262;0
GYRO;1.259;1.259;0.04357;0.02417;0.00045;0
GYRO;1.358;1.358;0.07072;0.02144;0.01478;0
GYRO;1.388;1.388;0.06306;0.01146;0.00771;0
GYRO;1.398;1.398;0.06421;0.00499;0.00665;0
GYRO;1.408;1.408;0.06224;0.00470;0.00556;0
GYRO;1.428;1.428;0.05662;0.01135;0.00276;0
GYRO;1.438;1.438;0.06639;0.01303;0.00422;0
GYRO;1.448;1.448;0.06824;0.01109;0.00436;0
GYRO;1.458;1.458;0.06229;0.01664;-0.00152;0
GYRO;1.488;1.488;0.07227;0.02114;0.00247;0
GYRO;1.498;1.498;0.06877;0.01965;0.00066;0
GYRO;1.507;1.507;0.06447;0.02016;-0.00818;0
GYRO;1.517;1.517;0.05253;0.01952;-0.00996;0
GYRO;1.537;1.537;0.05124;0.01788;-0.01173;0
GYRO;1.557;1.557;0.04292;0.01370;-0.01336;0
GYRO;1.567;1.567;0.04174;0.01569;-0.01368;0
GYRO;1.587;1.587;0.04211;0.01443;-0.01766;0
GYRO;1.597;1.597;0.04481;0.01139;-0.01675;0
GYRO;1.607;1.607;0.04741;0.00962;-0.01406;0
GYRO;1.657;1.657;0.05682;0.00428;-0.01022;0
GYRO;1.686;1.686;0.06221;0.00270;-0.00788;0
GYRO;1.696;1.696;0.06356;-0.00029;-0.00743;0
GYRO;1.706;1.706;0.06672;-0.00598;-0.00852;0
GYRO;1.726;1.726;0.07301;-0.01247;-0.00641;0
GYRO;1.736;1.736;0.07493;-0.01350;-0.01257;0
GYRO;1.746;1.746;0.07737;-0.01262;-0.01024;0
GYRO;1.786;1.786;0.09498;-0.02102;-0.01055;0
GYRO;1.806;1.806;0.10694;-0.02052;-0.01267;0
GYRO;1.836;1.836;0.12369;-0.02102;-0.01352;0
GYRO;1.846;1.846;0.13170;-0.02016;-0.01503;0
GYRO;1.855;1.855;0.13673;-0.02357;-0.01543;0
GYRO;1.865;1.865;0.13865;-0.02457;-0.01886;0
GYRO;1.875;1.875;0.14635;-0.02452;-0.02001;0
GYRO;1.885;1.885;0.15636;-0.02474;-0.01581;0
GYRO;1.895;1.895;0.16516;-0.02720;-0.01951;0
GYRO;1.905;1.905;0.17438;-0.02615;-0.02123;0
GYRO;1.915;1.915;0.18237;-0.02958;-0.02525;0
GYRO;1.925;1.925;0.19324;-0.03193;-0.02560;0
GYRO;1.935;1.935;0.20316;-0.03156;-0.02544;0
GYRO;1.945;1.945;0.21138;-0.03055;-0.02330;0
GYRO;1.955;1.955;0.22292;-0.02315;-0.02064;0
GYRO;1.965;1.965;0.23265;-0.01607;-0.02100;0
GYRO;1.985;1.985;0.24774;-0.01228;-0.02764;0
GYRO;2.025;2.025;0.27291;-0.01477;-0.04201;0
GYRO;2.034;2.034;0.27605;-0.02183;-0.04295;0
GYRO;2.044;2.044;0.27957;-0.02557;-0.03718;0
GYRO;2.054;2.054;0.29991;-0.02293;-0.03716;0
GYRO;2.064;2.064;0.31871;-0.01633;-0.03804;0
GYRO;2.074;2.074;0.34479;-0.00934;-0.03524;0
GYRO;2.084;2.084;0.36964;-0.00575;-0.02946;0
