ACCE;0.001;0.001;-0.97885;0.04494;-0.13057;0
ACCE;0.011;0.011;-0.97975;0.04704;-0.12871;0
ACCE;0.021;0.021;-0.97972;0.04941;-0.12608;0
ACCE;0.031;0.031;-0.97939;0.05336;-0.12331;0
ACCE;0.051;0.051;-0.98148;0.05475;-0.12091;0
ACCE;0.061;0.061;-0.98317;0.05272;-0.11870;0
ACCE;0.071;0.071;-0.98698;0.05113;-0.11996;0
ACCE;0.081;0.081;-0.98726;0.04982;-0.12151;0
ACCE;0.091;0.091;-0.98701;0.04994;-0.12051;0
ACCE;0.121;0.121;-0.98906;0.04907;-0.11743;0
ACCE;0.130;0.130;-0.98878;0.04929;-0.11653;0
ACCE;0.150;0.150;-0.98196;0.05392;-0.12286;0
ACCE;0.160;0.160;-0.97977;0.05246;-0.12366;0
ACCE;0.170;0.170;-0.97839;0.05066;-0.12334;0
ACCE;0.180;0.180;-0.97977;0.05077;-0.12617;0
ACCE;0.210;0.210;-0.99173;0.04475;-0.12746;0
ACCE;0.220;0.220;-0.98582;0.04770;-0.11761;0
ACCE;0.230;0.230;-0.98534;0.05170;-0.11192;0
ACCE;0.250;0.250;-0.98933;0.06007;-0.11465;0
ACCE;0.260;0.260;-0.98701;0.06126;-0.11761;0
ACCE;0.270;0.270;-0.98230;0.05975;-0.12189;0
ACCE;0.280;0.280;-0.98135;0.05597;-0.12410;0
ACCE;0.290;0.290;-0.97914;0.05334;-0.12793;0
ACCE;0.309;0.309;-0.97881;0.05119;-0.13208;0
ACCE;0.319;0.319;-0.97803;0.05252;-0.13197;0
ACCE;0.329;0.329;-0.97899;0.05237;-0.13113;0
ACCE;0.339;0.339;-0.98434;0.05406;-0.12848;0
ACCE;0.369;0.369;-0.98901;0.05234;-0.11676;0
ACCE;0.389;0.389;-0.99083;0.05241;-0.11981;0
ACCE;0.399;0.399;-0.98837;0.05266;-0.12350;0
ACCE;0.409;0.409;-0.98776;0.05363;-0.12486;0
ACCE;0.419;0.419;-0.98352;0.05612;-0.12706;0
ACCE;0.449;0.449;-0.97961;0.05296;-0.13235;0
ACCE;0.459;0.459;-0.98367;0.04874;-0.13127;0
ACCE;0.488;0.488;-0.98186;0.05151;-0.12589;0
ACCE;0.498;0.498;-0.98723;0.04948;-0.12428;0
ACCE;0.508;0.508;-0.99055;0.05200;-0.12563;0
ACCE;0.518;0.518;-0.98782;0.05782;-0.12387;0
ACCE;0.528;0.528;-0.98715;0.05991;-0.12473;0
ACCE;0.558;0.558;-0.98299;0.05630;-0.12329;0
ACCE;0.578;0.578;-0.98387;0.05415;-0.12526;0
ACCE;0.647;0.647;-0.98666;0.05179;-0.12767;0
ACCE;0.667;0.667;-0.98755;0.05206;-0.12691;0
ACCE;0.677;0.677;-0.98634;0.05130;-0.12570;0
ACCE;0.687;0.687;-0.98277;0.05305;-0.12878;0
ACCE;0.697;0.697;-0.98203;0.05228;-0.12798;0
ACCE;0.727;0.727;-0.98409;0.05347;-0.12711;0
ACCE;0.737;0.737;-0.98386;0.05386;-0.12740;0
ACCE;0.747;0.747;-0.98395;0.05240;-0.12883;0
ACCE;0.757;0.757;-0.98422;0.04987;-0.12947;0
ACCE;0.767;0.767;-0.98473;0.04886;-0.13036;0
ACCE;0.777;0.777;-0.98409;0.04944;-0.12968;0
ACCE;0.787;0.787;-0.98424;0.04892;-0.13077;0
ACCE;0.797;0.797;-0.98294;0.05202;-0.13258;0
ACCE;0.807;0.807;-0.98315;0.05165;-0.13322;0
